Year,Round,TrackID,DriverID,TeamID,DriverTeamID,QualifyingPosition,ChampionshipStanding,ChampionshipPoints,Points,RecentFormPoints,RecentQualiPos,RecentFinishPos,FinishingPosition
2023,9,Spielberg,HUL,Haas F1 Team,HUL_Haas F1 Team,8.0,13.0,6.0,0.0,0.0,12.4,15.8,20
2023,10,Silverstone,VER,Red Bull Racing,VER_Red Bull Racing,1.0,1.0,229.0,26.0,25.6,2.6,1.0,1
2023,10,Silverstone,NOR,McLaren,NOR_McLaren,2.0,10.0,24.0,18.0,2.8,8.0,12.0,2
2023,10,Silverstone,HAM,Mercedes,HAM_Mercedes,7.0,4.0,106.0,15.0,11.6,6.0,4.6,3
2023,10,Silverstone,PIA,McLaren,PIA_McLaren,3.0,14.0,5.0,12.0,0.2,12.0,13.8,4
2023,10,Silverstone,RUS,Mercedes,RUS_Mercedes,6.0,7.0,72.0,10.0,8.6,8.2,7.6,5
2023,10,Silverstone,PER,Red Bull Racing,PER_Red Bull Racing,15.0,2.0,148.0,8.0,10.8,11.8,6.2,6
2023,10,Silverstone,ALO,Aston Martin,ALO_Aston Martin,9.0,3.0,131.0,6.0,13.4,4.2,3.8,7
2023,10,Silverstone,ALB,Williams,ALB_Williams,8.0,13.0,7.0,4.0,1.2,12.2,12.4,8
2023,10,Silverstone,LEC,Ferrari,LEC_Ferrari,4.0,6.0,72.0,2.0,8.8,8.8,6.0,9
2023,10,Silverstone,SAI,Ferrari,SAI_Ferrari,5.0,5.0,82.0,1.0,8.4,4.6,5.8,10
2023,10,Silverstone,SAR,Williams,SAR_Williams,14.0,19.0,0.0,0.0,0.0,18.4,18.2,11
2023,10,Silverstone,BOT,Alfa Romeo,BOT_Alfa Romeo,20.0,15.0,5.0,0.0,0.2,13.8,13.6,12
2023,10,Silverstone,HUL,Haas F1 Team,HUL_Haas F1 Team,11.0,12.0,9.0,0.0,0.0,10.0,16.4,13
2023,10,Silverstone,STR,Aston Martin,STR_Aston Martin,12.0,8.0,44.0,0.0,2.4,11.8,11.2,14
2023,10,Silverstone,ZHO,Alfa Romeo,ZHO_Alfa Romeo,17.0,16.0,4.0,0.0,0.4,16.6,13.2,15
2023,10,Silverstone,TSU,AlphaTauri,TSU_AlphaTauri,16.0,17.0,2.0,0.0,0.0,15.2,14.2,16
2023,10,Silverstone,DEV,AlphaTauri,DEV_AlphaTauri,18.0,20.0,0.0,0.0,0.0,15.6,15.8,17
2023,10,Silverstone,GAS,Alpine,GAS_Alpine,10.0,11.0,16.0,0.0,2.4,9.2,9.4,18
2023,10,Silverstone,MAG,Haas F1 Team,MAG_Haas F1 Team,19.0,18.0,2.0,0.0,0.2,14.0,16.4,19
2023,10,Silverstone,OCO,Alpine,OCO_Alpine,13.0,9.0,31.0,0.0,5.0,7.0,8.4,20
2023,11,Budapest,VER,Red Bull Racing,VER_Red Bull Racing,2.0,1.0,255.0,26.0,25.6,1.0,1.0,1
2023,11,Budapest,NOR,McLaren,NOR_McLaren,3.0,9.0,42.0,18.0,6.4,5.2,9.0,2
2023,11,Budapest,PER,Red Bull Racing,PER_Red Bull Racing,9.0,2.0,156.0,15.0,8.8,14.6,7.0,3
2023,11,Budapest,HAM,Mercedes,HAM_Mercedes,1.0,4.0,121.0,12.0,13.0,4.8,4.0,4
2023,11,Budapest,PIA,McLaren,PIA_McLaren,4.0,11.0,17.0,10.0,2.6,8.8,10.8,5
2023,11,Budapest,RUS,Mercedes,RUS_Mercedes,18.0,6.0,82.0,8.0,8.2,8.2,7.8,6
2023,11,Budapest,LEC,Ferrari,LEC_Ferrari,6.0,7.0,74.0,6.0,8.0,8.2,6.4,7
2023,11,Budapest,SAI,Ferrari,SAI_Ferrari,11.0,5.0,83.0,4.0,6.6,5.0,6.8,8
2023,11,Budapest,ALO,Aston Martin,ALO_Aston Martin,8.0,3.0,137.0,2.0,11.6,5.6,4.6,9
2023,11,Budapest,STR,Aston Martin,STR_Aston Martin,14.0,8.0,44.0,1.0,2.4,10.6,11.6,10
2023,11,Budapest,ALB,Williams,ALB_Williams,16.0,13.0,11.0,0.0,2.0,11.6,11.2,11
2023,11,Budapest,BOT,Alfa Romeo,BOT_Alfa Romeo,7.0,15.0,5.0,0.0,0.2,15.8,13.4,12
2023,11,Budapest,RIC,AlphaTauri,RIC_AlphaTauri,13.0,0.0,0.0,0.0,0.0,10.0,10.0,13
2023,11,Budapest,HUL,Haas F1 Team,HUL_Haas F1 Team,10.0,14.0,9.0,0.0,0.0,9.8,16.0,14
2023,11,Budapest,TSU,AlphaTauri,TSU_AlphaTauri,17.0,17.0,2.0,0.0,0.0,15.0,15.2,15
2023,11,Budapest,ZHO,Alfa Romeo,ZHO_Alfa Romeo,5.0,16.0,4.0,0.0,0.4,17.2,13.0,16
2023,11,Budapest,MAG,Haas F1 Team,MAG_Haas F1 Team,19.0,18.0,2.0,0.0,0.0,17.0,18.2,17
2023,11,Budapest,SAR,Williams,SAR_Williams,20.0,19.0,0.0,0.0,0.0,17.2,16.4,18
2023,11,Budapest,OCO,Alpine,OCO_Alpine,12.0,10.0,31.0,0.0,4.6,8.0,10.6,19
2023,11,Budapest,GAS,Alpine,GAS_Alpine,15.0,12.0,16.0,0.0,1.6,10.2,11.4,20
2023,12,Spa-Francorchamps,VER,Red Bull Racing,VER_Red Bull Racing,6.0,1.0,281.0,25.0,25.8,1.2,1.0,1
2023,12,Spa-Francorchamps,PER,Red Bull Racing,PER_Red Bull Racing,2.0,2.0,171.0,18.0,11.8,12.4,4.4,2
2023,12,Spa-Francorchamps,LEC,Ferrari,LEC_Ferrari,1.0,7.0,80.0,15.0,7.6,8.2,6.6,3
2023,12,Spa-Francorchamps,HAM,Mercedes,HAM_Mercedes,3.0,4.0,133.0,13.0,12.8,4.0,4.0,4
2023,12,Spa-Francorchamps,ALO,Aston Martin,ALO_Aston Martin,9.0,3.0,139.0,10.0,8.4,6.8,6.0,5
2023,12,Spa-Francorchamps,RUS,Mercedes,RUS_Mercedes,8.0,5.0,90.0,8.0,7.8,10.2,8.0,6
2023,12,Spa-Francorchamps,NOR,McLaren,NOR_McLaren,7.0,8.0,60.0,6.0,9.6,3.8,7.6,7
2023,12,Spa-Francorchamps,OCO,Alpine,OCO_Alpine,14.0,10.0,31.0,4.0,1.6,9.8,13.8,8
2023,12,Spa-Francorchamps,STR,Aston Martin,STR_Aston Martin,10.0,9.0,45.0,2.0,2.6,10.6,9.6,9
2023,12,Spa-Francorchamps,TSU,AlphaTauri,TSU_AlphaTauri,11.0,17.0,2.0,1.0,0.0,16.6,15.2,10
2023,12,Spa-Francorchamps,GAS,Alpine,GAS_Alpine,12.0,12.0,16.0,0.0,0.4,11.8,14.0,11
2023,12,Spa-Francorchamps,BOT,Alfa Romeo,BOT_Alfa Romeo,13.0,15.0,5.0,0.0,0.2,14.2,13.6,12
2023,12,Spa-Francorchamps,ZHO,Alfa Romeo,ZHO_Alfa Romeo,17.0,16.0,4.0,0.0,0.4,14.4,13.6,13
2023,12,Spa-Francorchamps,ALB,Williams,ALB_Williams,15.0,13.0,11.0,0.0,2.0,12.2,10.6,14
2023,12,Spa-Francorchamps,MAG,Haas F1 Team,MAG_Haas F1 Team,16.0,18.0,2.0,0.0,0.0,17.4,17.8,15
2023,12,Spa-Francorchamps,RIC,AlphaTauri,RIC_AlphaTauri,19.0,21.0,0.0,0.0,0.0,13.0,13.0,16
2023,12,Spa-Francorchamps,SAR,Williams,SAR_Williams,18.0,19.0,0.0,0.0,0.0,18.0,16.4,17
2023,12,Spa-Francorchamps,HUL,Haas F1 Team,HUL_Haas F1 Team,20.0,14.0,9.0,0.0,0.0,8.2,15.4,18
2023,12,Spa-Francorchamps,SAI,Ferrari,SAI_Ferrari,4.0,6.0,87.0,0.0,6.6,6.4,6.8,19
2023,12,Spa-Francorchamps,PIA,McLaren,PIA_McLaren,5.0,11.0,27.0,0.0,4.4,7.4,9.8,20
2023,13,Zandvoort,VER,Red Bull Racing,VER_Red Bull Racing,1.0,1.0,314.0,25.0,25.6,2.2,1.0,1
2023,13,Zandvoort,ALO,Aston Martin,ALO_Aston Martin,5.0,3.0,149.0,19.0,9.2,7.0,5.6,2
2023,13,Zandvoort,GAS,Alpine,GAS_Alpine,12.0,12.0,22.0,15.0,0.2,12.2,14.2,3
2023,13,Zandvoort,PER,Red Bull Racing,PER_Red Bull Racing,7.0,2.0,189.0,12.0,13.0,10.6,4.0,4
2023,13,Zandvoort,SAI,Ferrari,SAI_Ferrari,6.0,7.0,92.0,10.0,4.6,6.8,9.6,5
2023,13,Zandvoort,HAM,Mercedes,HAM_Mercedes,13.0,4.0,148.0,8.0,11.8,3.8,4.4,6
2023,13,Zandvoort,NOR,McLaren,NOR_McLaren,2.0,8.0,69.0,6.0,10.8,4.6,5.6,7
2023,13,Zandvoort,ALB,Williams,ALB_Williams,4.0,13.0,11.0,4.0,2.0,11.6,10.2,8
2023,13,Zandvoort,PIA,McLaren,PIA_McLaren,8.0,11.0,34.0,2.0,4.4,6.6,11.2,9
2023,13,Zandvoort,OCO,Alpine,OCO_Alpine,16.0,10.0,35.0,1.0,1.6,11.4,13.8,10
2023,13,Zandvoort,STR,Aston Martin,STR_Aston Martin,11.0,9.0,47.0,0.0,1.4,11.6,10.2,11
2023,13,Zandvoort,HUL,Haas F1 Team,HUL_Haas F1 Team,14.0,14.0,9.0,0.0,0.0,10.8,16.0,12
2023,13,Zandvoort,LAW,AlphaTauri,LAW_AlphaTauri,19.0,0.0,0.0,0.0,0.0,10.0,10.0,13
2023,13,Zandvoort,BOT,Alfa Romeo,BOT_Alfa Romeo,18.0,15.0,5.0,0.0,0.2,13.6,12.2,14
2023,13,Zandvoort,TSU,AlphaTauri,TSU_AlphaTauri,17.0,17.0,3.0,0.0,0.2,15.8,14.8,15
2023,13,Zandvoort,MAG,Haas F1 Team,MAG_Haas F1 Team,20.0,18.0,2.0,0.0,0.0,17.2,17.2,16
2023,13,Zandvoort,RUS,Mercedes,RUS_Mercedes,3.0,6.0,99.0,0.0,6.4,9.4,8.6,17
2023,13,Zandvoort,ZHO,Alfa Romeo,ZHO_Alfa Romeo,15.0,16.0,4.0,0.0,0.0,15.2,14.4,18
2023,13,Zandvoort,LEC,Ferrari,LEC_Ferrari,9.0,5.0,99.0,0.0,10.6,4.6,5.0,19
2023,13,Zandvoort,SAR,Williams,SAR_Williams,10.0,19.0,0.0,0.0,0.0,17.6,15.8,20
2023,14,Monza,VER,Red Bull Racing,VER_Red Bull Racing,2.0,1.0,339.0,25.0,25.6,2.2,1.0,1
2023,14,Monza,PER,Red Bull Racing,PER_Red Bull Racing,5.0,2.0,201.0,18.0,13.6,9.6,3.6,2
2023,14,Monza,SAI,Ferrari,SAI_Ferrari,1.0,5.0,102.0,15.0,4.6,5.8,9.6,3
2023,14,Monza,LEC,Ferrari,LEC_Ferrari,3.0,6.0,99.0,12.0,8.2,4.4,8.0,4
2023,14,Monza,RUS,Mercedes,RUS_Mercedes,4.0,7.0,99.0,10.0,6.4,9.2,8.2,5
2023,14,Monza,HAM,Mercedes,HAM_Mercedes,8.0,4.0,156.0,8.0,10.4,5.8,5.0,6
2023,14,Monza,ALB,Williams,ALB_Williams,6.0,13.0,15.0,6.0,1.6,10.6,10.4,7
2023,14,Monza,NOR,McLaren,NOR_McLaren,9.0,8.0,75.0,4.0,12.0,3.6,4.4,8
2023,14,Monza,ALO,Aston Martin,ALO_Aston Martin,10.0,3.0,168.0,2.0,9.4,7.6,5.6,9
2023,14,Monza,BOT,Alfa Romeo,BOT_Alfa Romeo,14.0,15.0,5.0,1.0,0.0,14.4,13.0,10
2023,14,Monza,LAW,AlphaTauri,LAW_AlphaTauri,12.0,22.0,0.0,0.0,0.0,19.0,13.0,11
2023,14,Monza,PIA,McLaren,PIA_McLaren,7.0,12.0,36.0,0.0,4.8,6.6,10.8,12
2023,14,Monza,SAR,Williams,SAR_Williams,15.0,19.0,0.0,0.0,0.0,16.0,15.8,13
2023,14,Monza,ZHO,Alfa Romeo,ZHO_Alfa Romeo,16.0,16.0,4.0,0.0,0.0,14.2,14.8,14
2023,14,Monza,GAS,Alpine,GAS_Alpine,17.0,10.0,37.0,0.0,3.2,11.6,12.4,15
2023,14,Monza,STR,Aston Martin,STR_Aston Martin,20.0,9.0,47.0,0.0,1.0,10.6,10.6,16
2023,14,Monza,HUL,Haas F1 Team,HUL_Haas F1 Team,13.0,14.0,9.0,0.0,0.0,12.6,15.4,17
2023,14,Monza,MAG,Haas F1 Team,MAG_Haas F1 Team,19.0,18.0,2.0,0.0,0.0,18.6,17.0,18
2023,14,Monza,OCO,Alpine,OCO_Alpine,18.0,11.0,36.0,0.0,1.0,13.4,14.2,19
2023,14,Monza,TSU,AlphaTauri,TSU_AlphaTauri,11.0,17.0,3.0,0.0,0.2,15.4,15.0,20
2023,15,Marina Bay,SAI,Ferrari,SAI_Ferrari,1.0,5.0,117.0,25.0,6.0,5.4,9.0,1
2023,15,Marina Bay,NOR,McLaren,NOR_McLaren,4.0,8.0,79.0,18.0,10.4,4.6,5.2,2
2023,15,Marina Bay,HAM,Mercedes,HAM_Mercedes,5.0,4.0,164.0,16.0,11.2,6.4,4.6,3
2023,15,Marina Bay,LEC,Ferrari,LEC_Ferrari,3.0,6.0,111.0,12.0,7.0,4.6,8.4,4
2023,15,Marina Bay,VER,Red Bull Racing,VER_Red Bull Racing,11.0,1.0,364.0,10.0,25.4,2.4,1.0,5
2023,15,Marina Bay,GAS,Alpine,GAS_Alpine,12.0,10.0,37.0,8.0,3.0,13.2,13.4,6
2023,15,Marina Bay,PIA,McLaren,PIA_McLaren,17.0,12.0,36.0,6.0,4.8,5.4,10.0,7
2023,15,Marina Bay,PER,Red Bull Racing,PER_Red Bull Racing,13.0,2.0,219.0,4.0,14.2,7.6,3.4,8
2023,15,Marina Bay,LAW,AlphaTauri,LAW_AlphaTauri,10.0,20.0,0.0,2.0,0.0,15.5,12.0,9
2023,15,Marina Bay,MAG,Haas F1 Team,MAG_Haas F1 Team,6.0,18.0,2.0,1.0,0.0,18.6,17.0,10
2023,15,Marina Bay,ALB,Williams,ALB_Williams,14.0,13.0,21.0,0.0,2.8,9.8,9.6,11
2023,15,Marina Bay,ZHO,Alfa Romeo,ZHO_Alfa Romeo,19.0,16.0,4.0,0.0,0.0,14.0,15.2,12
2023,15,Marina Bay,HUL,Haas F1 Team,HUL_Haas F1 Team,9.0,14.0,9.0,0.0,0.0,13.6,14.8,13
2023,15,Marina Bay,SAR,Williams,SAR_Williams,18.0,19.0,0.0,0.0,0.0,15.4,15.8,14
2023,15,Marina Bay,ALO,Aston Martin,ALO_Aston Martin,7.0,3.0,170.0,0.0,7.8,8.2,6.4,15
2023,15,Marina Bay,RUS,Mercedes,RUS_Mercedes,2.0,7.0,109.0,0.0,7.2,7.8,7.8,16
2023,15,Marina Bay,BOT,Alfa Romeo,BOT_Alfa Romeo,16.0,15.0,6.0,0.0,0.2,14.4,12.0,17
2023,15,Marina Bay,OCO,Alpine,OCO_Alpine,8.0,11.0,36.0,0.0,1.0,14.6,15.2,18
2023,15,Marina Bay,TSU,AlphaTauri,TSU_AlphaTauri,15.0,17.0,3.0,0.0,0.2,14.4,15.2,19
2023,15,Marina Bay,STR,Aston Martin,STR_Aston Martin,20.0,9.0,47.0,0.0,0.6,13.4,12.0,0
2023,16,Suzuka,VER,Red Bull Racing,VER_Red Bull Racing,1.0,1.0,374.0,26.0,22.2,4.4,1.8,1
2023,16,Suzuka,NOR,McLaren,NOR_McLaren,3.0,8.0,97.0,18.0,10.4,5.0,5.2,2
2023,16,Suzuka,PIA,McLaren,PIA_McLaren,2.0,11.0,42.0,15.0,3.6,8.2,10.6,3
2023,16,Suzuka,LEC,Ferrari,LEC_Ferrari,4.0,6.0,123.0,12.0,9.0,4.4,7.4,4
2023,16,Suzuka,HAM,Mercedes,HAM_Mercedes,7.0,3.0,180.0,10.0,11.4,6.0,4.6,5
2023,16,Suzuka,SAI,Ferrari,SAI_Ferrari,6.0,5.0,142.0,8.0,10.8,4.6,7.2,6
2023,16,Suzuka,RUS,Mercedes,RUS_Mercedes,8.0,7.0,109.0,6.0,5.2,7.0,10.0,7
2023,16,Suzuka,ALO,Aston Martin,ALO_Aston Martin,10.0,4.0,170.0,4.0,6.6,7.8,8.0,8
2023,16,Suzuka,OCO,Alpine,OCO_Alpine,14.0,12.0,36.0,2.0,1.0,13.6,14.8,9
2023,16,Suzuka,GAS,Alpine,GAS_Alpine,12.0,10.0,45.0,1.0,4.6,13.6,11.0,10
2023,16,Suzuka,LAW,AlphaTauri,LAW_AlphaTauri,11.0,19.0,2.0,0.0,0.6666666666666666,13.666666666666666,11.0,11
2023,16,Suzuka,TSU,AlphaTauri,TSU_AlphaTauri,9.0,17.0,3.0,0.0,0.2,14.2,15.8,12
2023,16,Suzuka,ZHO,Alfa Romeo,ZHO_Alfa Romeo,19.0,16.0,4.0,0.0,0.0,14.4,14.6,13
2023,16,Suzuka,HUL,Haas F1 Team,HUL_Haas F1 Team,18.0,14.0,9.0,0.0,0.0,13.2,14.8,14
2023,16,Suzuka,MAG,Haas F1 Team,MAG_Haas F1 Team,15.0,18.0,3.0,0.0,0.2,16.0,15.2,15
2023,16,Suzuka,ALB,Williams,ALB_Williams,13.0,13.0,21.0,0.0,2.0,11.0,10.2,16
2023,16,Suzuka,SAR,Williams,SAR_Williams,20.0,20.0,0.0,0.0,0.0,16.2,16.4,17
2023,16,Suzuka,STR,Aston Martin,STR_Aston Martin,17.0,9.0,47.0,0.0,0.6,15.0,9.2,18
2023,16,Suzuka,PER,Red Bull Racing,PER_Red Bull Racing,5.0,2.0,223.0,0.0,13.4,7.2,3.8,19
2023,16,Suzuka,BOT,Alfa Romeo,BOT_Alfa Romeo,16.0,15.0,6.0,0.0,0.2,13.6,13.0,20
2023,17,Lusail,VER,Red Bull Racing,VER_Red Bull Racing,1.0,1.0,400.0,26.0,22.2,4.2,1.8,1
2023,17,Lusail,PIA,McLaren,PIA_McLaren,6.0,9.0,57.0,18.0,4.6,7.8,10.2,2
2023,17,Lusail,NOR,McLaren,NOR_McLaren,10.0,7.0,115.0,15.0,10.4,5.0,5.2,3
2023,17,Lusail,RUS,Mercedes,RUS_Mercedes,2.0,8.0,115.0,12.0,4.8,5.0,10.2,4
2023,17,Lusail,LEC,Ferrari,LEC_Ferrari,5.0,6.0,135.0,10.0,10.2,4.0,6.8,5
2023,17,Lusail,ALO,Aston Martin,ALO_Aston Martin,4.0,4.0,174.0,8.0,7.0,8.2,7.8,6
2023,17,Lusail,OCO,Alpine,OCO_Alpine,8.0,12.0,38.0,6.0,1.4,14.0,12.8,7
2023,17,Lusail,BOT,Alfa Romeo,BOT_Alfa Romeo,9.0,15.0,6.0,4.0,0.2,15.4,14.6,8
2023,17,Lusail,ZHO,Alfa Romeo,ZHO_Alfa Romeo,19.0,16.0,4.0,2.0,0.0,17.2,14.0,9
2023,17,Lusail,PER,Red Bull Racing,PER_Red Bull Racing,20.0,2.0,223.0,1.0,10.4,6.4,7.0,10
2023,17,Lusail,STR,Aston Martin,STR_Aston Martin,16.0,10.0,47.0,0.0,0.4,15.6,10.8,11
2023,17,Lusail,GAS,Alpine,GAS_Alpine,7.0,11.0,46.0,0.0,4.8,13.0,9.0,12
2023,17,Lusail,ALB,Williams,ALB_Williams,13.0,13.0,21.0,0.0,2.0,10.4,11.2,13
2023,17,Lusail,MAG,Haas F1 Team,MAG_Haas F1 Team,18.0,18.0,3.0,0.0,0.2,15.2,14.8,14
2023,17,Lusail,TSU,AlphaTauri,TSU_AlphaTauri,11.0,17.0,3.0,0.0,0.2,12.6,15.2,15
2023,17,Lusail,HUL,Haas F1 Team,HUL_Haas F1 Team,14.0,14.0,9.0,0.0,0.0,14.8,14.8,16
2023,17,Lusail,LAW,AlphaTauri,LAW_AlphaTauri,17.0,19.0,2.0,0.0,0.5,13.0,11.0,17
2023,17,Lusail,SAR,Williams,SAR_Williams,15.0,20.0,0.0,0.0,0.0,16.2,16.2,18
2023,17,Lusail,HAM,Mercedes,HAM_Mercedes,3.0,3.0,190.0,0.0,11.0,7.2,4.8,19
2023,17,Lusail,SAI,Ferrari,SAI_Ferrari,12.0,5.0,150.0,0.0,11.6,3.6,6.8,20
2023,18,Austin,VER,Red Bull Racing,VER_Red Bull Racing,6.0,1.0,433.0,25.0,22.4,3.2,1.8,1
2023,18,Austin,NOR,McLaren,NOR_McLaren,2.0,7.0,136.0,18.0,12.2,5.6,4.4,2
2023,18,Austin,SAI,Ferrari,SAI_Ferrari,4.0,5.0,153.0,15.0,11.6,5.2,7.0,3
2023,18,Austin,PER,Red Bull Racing,PER_Red Bull Racing,9.0,2.0,224.0,12.0,7.0,10.0,8.6,4
2023,18,Austin,RUS,Mercedes,RUS_Mercedes,5.0,8.0,132.0,10.0,5.6,3.8,9.8,5
2023,18,Austin,GAS,Alpine,GAS_Alpine,7.0,11.0,46.0,8.0,4.8,12.0,9.2,6
2023,18,Austin,STR,Aston Martin,STR_Aston Martin,20.0,10.0,47.0,6.0,0.0,16.8,11.2,7
2023,18,Austin,TSU,AlphaTauri,TSU_AlphaTauri,11.0,17.0,3.0,5.0,0.0,12.6,16.2,8
2023,18,Austin,ALB,Williams,ALB_Williams,15.0,13.0,23.0,2.0,2.0,10.0,11.0,9
2023,18,Austin,SAR,Williams,SAR_Williams,16.0,20.0,0.0,1.0,0.0,15.6,16.4,10
2023,18,Austin,HUL,Haas F1 Team,HUL_Haas F1 Team,18.0,15.0,9.0,0.0,0.0,13.6,14.4,11
2023,18,Austin,BOT,Alfa Romeo,BOT_Alfa Romeo,13.0,14.0,10.0,0.0,1.0,14.6,13.8,12
2023,18,Austin,ZHO,Alfa Romeo,ZHO_Alfa Romeo,12.0,16.0,6.0,0.0,0.4,17.6,13.2,13
2023,18,Austin,MAG,Haas F1 Team,MAG_Haas F1 Team,17.0,18.0,3.0,0.0,0.2,15.6,14.6,14
2023,18,Austin,RIC,AlphaTauri,RIC_AlphaTauri,14.0,22.0,0.0,0.0,0.0,16.0,14.5,15
2023,18,Austin,ALO,Aston Martin,ALO_Aston Martin,19.0,4.0,183.0,0.0,6.6,7.2,8.0,16
2023,18,Austin,PIA,McLaren,PIA_McLaren,10.0,9.0,83.0,0.0,8.2,8.0,6.6,17
2023,18,Austin,OCO,Alpine,OCO_Alpine,8.0,12.0,44.0,0.0,1.8,12.8,12.6,18
2023,18,Austin,HAM,Mercedes,HAM_Mercedes,3.0,3.0,194.0,0.0,8.4,7.2,7.8,19
2023,18,Austin,LEC,Ferrari,LEC_Ferrari,1.0,6.0,145.0,0.0,9.2,4.8,7.2,20
